Title,Release_Year,Locations,Production_Company,Distributor,Director,Writer,Actor1,Actor2,Actor3,Coordinates
Heart Beat,1980,"Washington Square Bar & Grill (1707 Powell), San Francisco",Orion Pictures Corporation,Orion Pictures Corporation,John Byrum,John Byrum,Nick Nolte,Sissy Spacek,John Heard,37.8004126 -122.4110914
Heart Beat,1980,"City Lights Bookstore (261 Columbus), San Francisco",Orion Pictures Corporation,Orion Pictures Corporation,John Byrum,John Byrum,Nick Nolte,Sissy Spacek,John Heard,37.7976073 -122.4065603
Herbie Rides Again,1974,"Castagnola's Restaurant (Fisherman's Wharf), San Francisco",Walt Disney Productions,Buena Vista Distribution,Robert Stevenson,Bill Walsh,Helen Hayes,Ken Berry,Stefanie Powers,37.8081971 -122.417549
Herbie Rides Again,1974,"Sheraton Palace Hotel (639 Market Street), San Francisco",Walt Disney Productions,Buena Vista Distribution,Robert Stevenson,Bill Walsh,Helen Hayes,Ken Berry,Stefanie Powers,37.7881439 -122.4017237
Herbie Rides Again,1974,"Golden Gate Bridge, San Francisco",Walt Disney Productions,Buena Vista Distribution,Robert Stevenson,Bill Walsh,Helen Hayes,Ken Berry,Stefanie Powers,37.8190603 -122.4781232
High Anxiety,1977,"Hyatt Regency Hotel (5 Embarcadero Center), San Francisco",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,Cloris Leachman,37.794372 -122.395843
High Anxiety,1977,"Fort Point (Presidio, Golden Gate National Recreation Area), San Francisco",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,Cloris Leachman,37.8480388 -122.5294085
High Anxiety,1977,"Conservatory of Flowers, Golden Gate Park, San Francisco",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,Cloris Leachman,37.7726266 -122.4602511
Jade,1995,"Lombard & Hyde Streets, San Francisco",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Chazz Palminteri,37.8020045 -122.4196371
I Remember Mama,1948,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",RKO Radio Pictures,RKO Radio Pictures,George Stevens,DeWitt Bodeen,Irene Dunne,Barbara Bel Geddes,Oskar Homolka,37.7923723 -122.4105611
I Remember Mama,1948,"The Ferry Building, San Francisco",RKO Radio Pictures,RKO Radio Pictures,George Stevens,DeWitt Bodeen,Irene Dunne,Barbara Bel Geddes,Oskar Homolka,37.7955703 -122.3933208
I Remember Mama,1948,"Grant Avenue (North Beach), San Francisco",RKO Radio Pictures,RKO Radio Pictures,George Stevens,DeWitt Bodeen,Irene Dunne,Barbara Bel Geddes,Oskar Homolka,37.8028779 -122.4080715
Innerspace,1987,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill), San Francisco",Amblin Entertainment,Warner Bros. Pictures,Joe Dante,Chip Proser,Dennis Quaid,Martin Short,Meg Ryan,37.79150509999999 -122.4104582
Innerspace,1987,"Telegraph Hill, San Francisco",Amblin Entertainment,Warner Bros. Pictures,Joe Dante,Chip Proser,Dennis Quaid,Martin Short,Meg Ryan,37.8013407 -122.4056674
Innerspace,1987,"Golden Gate Bridge, San Francisco",Amblin Entertainment,Warner Bros. Pictures,Joe Dante,Chip Proser,Dennis Quaid,Martin Short,Meg Ryan,37.8190603 -122.4781232
Interview With The Vampire,1994,"Ferry Building, San Francisco",Geffen Pictures,Geffen Pictures,Neil Jordan,Anne Rice,Brad Pitt,Christian Slater,Tom Cruise,37.7955703 -122.3933208
Interview With The Vampire,1994,"Golden Gate Bridge, San Francisco",Geffen Pictures,Geffen Pictures,Neil Jordan,Anne Rice,Brad Pitt,Christian Slater,Tom Cruise,37.8190603 -122.4781232
Interview With The Vampire,1994,"100 Market Street at 6th Street, San Francisco",Geffen Pictures,Geffen Pictures,Neil Jordan,Anne Rice,Brad Pitt,Christian Slater,Tom Cruise,37.7942635 -122.3955861
Invasion of the Body Snatchers,1978,"Pier 33 (Embarcadero), San Francisco",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,37.8066566 -122.4044573
Jade,1995,"Hall of Justice (850 Bryant Street), San Francisco",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Chazz Palminteri,37.775471 -122.4037169
Invasion of the Body Snatchers,1978,"Department of Public Health (101 Grove Street at Polk, Civic Center), San Francisco",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,37.7781114 -122.4186929
Invasion of the Body Snatchers,1978,"United Nations Plaza (Civic Center), San Francisco",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,37.78007780000001 -122.4141004
Invasion of the Body Snatchers,1978,"Transamerica Building (600 Montgomery Street at Clay), San Francisco",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,37.79517750000001 -122.4027787
Invasion of the Body Snatchers,1978,"San Francisco Drydock (20th and Illinois Streets), San Francisco",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,37.760628 -122.3866097
Invasion of the Body Snatchers,1978,"Ramada Plaza Hotel Downtown (1231 Market Street, Civic Center), San Francisco",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,37.7781664 -122.4151108
Invasion of the Body Snatchers,1978,"Postcard Row (Alamo Square, Hayes Valley), San Francisco",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,37.7762593 -122.432758
Invasion of the Body Snatchers,1978,"Lafayette Park (Pacific Heights), San Francisco",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,37.7916146 -122.4276133
Invasion of the Body Snatchers,1978,"Hamlin Hotel (385 Eddy Street), San Francisco",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,37.7835802 -122.4138711
Invasion of the Body Snatchers,1978,"City Hall, San Francisco",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,37.7792597 -122.4192646
Invasion of the Body Snatchers,1978,"Chinatown, San Francisco",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,37.7941378 -122.4077914
Invasion of the Body Snatchers,1978,"Broadway Tunnel (Russian Hill), San Francisco",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,37.7967331 -122.4148881
Invasion of the Body Snatchers,1978,"Bimbo's 365 Club (1025 Columbus Avenue, North Beach), San Francisco",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,37.8037214 -122.4155764
Invasion of the Body Snatchers,1978,"720 Steiner Street (Hayes Valley), San Francisco",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,37.776389 -122.4327673
Invasion of the Body Snatchers,1978,"32 Napier Lane, San Francisco",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,37.802581 -122.403842
Invasion of the Body Snatchers,1978,"1227 Montgomery Street (Telegraph Hill), San Francisco",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,37.8004781 -122.404539
It Came From Beneath the Sea,1955,"Hunters Point, San Francisco",Clover Productions,Columbia Pictures,Robert Gordon,George Worthing Yates,Kenneth Tobey,Faith Domergue,Donald Curtis,37.730416 -122.384424
It Came From Beneath the Sea,1955,"Chrissy Field, San Francisco",Clover Productions,Columbia Pictures,Robert Gordon,George Worthing Yates,Kenneth Tobey,Faith Domergue,Donald Curtis,37.8040257 -122.4650165
It Came From Beneath the Sea,1955,"Golden Gate Bridge, San Francisco",Clover Productions,Columbia Pictures,Robert Gordon,George Worthing Yates,Kenneth Tobey,Faith Domergue,Donald Curtis,37.8190603 -122.4781232
Jade,1995,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park), San Francisco",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Chazz Palminteri,37.7700914 -122.470436
Jade,1995,"Fior d' Italia (601 Union Street at Stockton), San Francisco",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Chazz Palminteri,37.804259 -122.413523
Jade,1995,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Chazz Palminteri,37.7923723 -122.4105611
Jade,1995,"Washington Square (North Beach), San Francisco",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Chazz Palminteri,37.8008473 -122.4099791
Jade,1995,"War Memorial Opera House (401 Van Ness Avenue), San Francisco",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Chazz Palminteri,37.7785999 -122.4208
Jade,1995,"Sheraton Palace Hotel (639 Market Street), San Francisco",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Chazz Palminteri,37.7881439 -122.4017237
Jade,1995,"Palace of Fine Arts, San Francisco",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Chazz Palminteri,37.8029577 -122.4491929
Jagged Edge,1985,"Golden Gate Bridge, San Francisco",Columbia Pictures Corp.,Columbia Pictures,Richard Marquand,Joe Eszterhas,Glenn Close,Jeff Bridges,Peter Coyote,37.8190603 -122.4781232
Jagged Edge,1985,"City Hall, San Francisco",Columbia Pictures Corp.,Columbia Pictures,Richard Marquand,Joe Eszterhas,Glenn Close,Jeff Bridges,Peter Coyote,37.7792597 -122.4192646
Joy Luck Club,1993,"Hang Ah Alley (Chinatown), San Francisco",Hollywood Pictures,National Broadcasting Company (NBC),Wayne Wang,Amy Tan,Kieu Chinh,Tsai Chin,France Nuyen,37.7938119 -122.4074765
Joy Luck Club,1993,"Horace Mann School (3351 23rd Street), San Francisco",Hollywood Pictures,National Broadcasting Company (NBC),Wayne Wang,Amy Tan,Kieu Chinh,Tsai Chin,France Nuyen,37.7531025 -122.4201806
Joy Luck Club,1993,"901 Union Street, San Francisco",Hollywood Pictures,National Broadcasting Company (NBC),Wayne Wang,Amy Tan,Kieu Chinh,Tsai Chin,France Nuyen,37.7996653 -122.4143844
Joy Luck Club,1993,"610 Rhode Island Street (Potrero Hill), San Francisco",Hollywood Pictures,National Broadcasting Company (NBC),Wayne Wang,Amy Tan,Kieu Chinh,Tsai Chin,France Nuyen,37.7619709 -122.4025652
Joy Luck Club,1993,"375 Laguna Honda Blvd., San Francisco",Hollywood Pictures,National Broadcasting Company (NBC),Wayne Wang,Amy Tan,Kieu Chinh,Tsai Chin,France Nuyen,37.7488896 -122.457074
Joy Luck Club,1993,"180 Manchester Street, San Francisco",Hollywood Pictures,National Broadcasting Company (NBC),Wayne Wang,Amy Tan,Kieu Chinh,Tsai Chin,France Nuyen,37.7442046 -122.4143291
Junior,1994,"2552 Hyde Street, San Francisco",Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,Emma Thompson,37.8045625 -122.4199372
Junior,1994,"United Nations Plaza (Civic Center), San Francisco",Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,Emma Thompson,37.78007780000001 -122.4141004
Junior,1994,"Postcard Row (Alamo Square, Hayes Valley), San Francisco",Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,Emma Thompson,37.7762593 -122.432758
Junior,1994,"Hyatt Fisherman's Wharf (555 Northpoint Street), San Francisco",Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,Emma Thompson,37.8059095 -122.4161187
Junior,1994,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,Emma Thompson,37.7923723 -122.4105611
Junior,1994,"Chinatown Gate, San Francisco",Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,Emma Thompson,37.7906964 -122.4056031
Junior,1994,"722 Steiner Street, San Francisco",Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,Emma Thompson,37.7764653 -122.4327961
Knife Fight,2013,"Green & Laguna Streets, San Francisco",Divisadero Pictures & Knife Fight,Eagle Films,Bill Guttentag,Bill Guttentag & Chris Lehane,Rob Lowe,Julie Bowen,Jamie Chung,37.7967926 -122.430393
Knife Fight,2013,"California & Hyde Streets, San Francisco",Divisadero Pictures & Knife Fight,Eagle Films,Bill Guttentag,Bill Guttentag & Chris Lehane,Rob Lowe,Julie Bowen,Jamie Chung,37.7937507 -122.4179707
Knife Fight,2013,"City Hall, San Francisco",Divisadero Pictures & Knife Fight,Eagle Films,Bill Guttentag,Bill Guttentag & Chris Lehane,Rob Lowe,Julie Bowen,Jamie Chung,37.7792597 -122.4192646
Looking,2014,"222 Mason St. , San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7860081 -122.4092959
Looking,2014,"Golden Gate Bridge, San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.8190603 -122.4781232
Looking,2014,"Presidio Church at 130 Fisher Loop, San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7993009 -122.4618706
Looking,2014,"Tiburon Hiking Trail, Tiburon, CA, San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.8837693 -122.4542077
Looking,2014,"Fort Funston, San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7195436 -122.5028052
Looking,2014,"Folsom Street Fair on Folsom St., San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7753039 -122.4101615
Looking,2014,"Orphan Andy's, San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.76240629999999 -122.4349009
Looking,2014,"The Stud, San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7727671 -122.4100757
Looking,2014,"Mr. S Leather, San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7741357 -122.4086931
Looking,2014,"2866 24th St., San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7529677 -122.4097206
Looking,2014,"24th and Church St. , San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7517076 -122.4273821
Looking,2014,"Church and Duboce Muni Station, San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7694876 -122.4298035
Looking,2014,"St. Francis Fountain, San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7526903 -122.4083301
Looking,2014,"Muni line N- Judah, San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.778542 -122.414813
Looking,2014,"Sutro Baths  , San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7804369 -122.5136935
Looking,2014,"Golden Gate Park, San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7694208 -122.4862138
Looking,2014,"Market & Church St., San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.76742309999999 -122.4289504
Looking,2014,"Willy's Barber Shop, San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7552116 -122.419437
Looking,2014,"Jawbone at 99 Rhode Island St. , San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7689205 -122.4025611
Looking,2014,"Urban Flowers, San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7608889 -122.4333977
Looking,2014,"770 Haight St, San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.771831 -122.43489
Looking,2014,"Eros, San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7681722 -122.427699
Looking,2014,"Doc's Clock, San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7583482 -122.4188764
Looking,2014,"Starbucks at 333 O'Farrell St., San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7856517 -122.4105282
Looking,2014,"Union Square, San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7879797 -122.4075169
Looking,2014,"The Caf� at 2369 Market St., San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7629417 -122.4343334
Looking,2014,"Castro St. from Market to 18th St., San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7605255 -122.4383836
Looking,2014,"Bay Bridge, San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.7982799 -122.3778182
Looking,2014,"Treasure Island, San Francisco","Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.8235515 -122.370648
